,igc_index,record_type,UTC_time,latitude,NS,longitude,EW,fix_validity,press_alt,GNSS_alt
470,545,B,2023-02-22 01:47:45,49.01407,N,2.33816,E,A,114.0,118.0
471,546,B,2023-02-22 01:47:46,49.01406,N,2.33806,E,A,114.0,119.0
472,547,B,2023-02-22 01:47:47,49.01405,N,2.33798,E,A,115.0,120.0
473,548,B,2023-02-22 01:47:48,49.01403,N,2.33789,E,A,115.0,120.0
474,549,B,2023-02-22 01:47:49,49.01403,N,2.33781,E,A,115.0,121.0
475,550,B,2023-02-22 01:47:50,49.01401,N,2.33773,E,A,115.0,121.0
476,551,B,2023-02-22 01:47:51,49.014,N,2.33766,E,A,116.0,121.0
477,552,B,2023-02-22 01:47:52,49.01399,N,2.33761,E,A,116.0,122.0
478,553,B,2023-02-22 01:47:53,49.01398,N,2.33755,E,A,116.0,122.0
479,554,B,2023-02-22 01:47:54,49.01397,N,2.33748,E,A,116.0,122.0
480,555,B,2023-02-22 01:47:55,49.01397,N,2.33743,E,A,117.0,122.0
481,556,B,2023-02-22 01:47:56,49.01396,N,2.33737,E,A,117.0,121.0
482,557,B,2023-02-22 01:47:57,49.01396,N,2.33733,E,A,117.0,121.0
483,558,B,2023-02-22 01:47:58,49.01395,N,2.33728,E,A,117.0,121.0
484,559,B,2023-02-22 01:47:59,49.01394,N,2.33724,E,A,117.0,121.0
485,560,B,2023-02-22 01:48:00,49.01394,N,2.33719,E,A,117.0,120.0
486,561,B,2023-02-22 01:48:01,49.01393,N,2.33715,E,A,118.0,120.0
487,562,B,2023-02-22 01:48:02,49.01393,N,2.3371,E,A,118.0,120.0
488,563,B,2023-02-22 01:48:03,49.01392,N,2.33708,E,A,118.0,120.0
489,564,B,2023-02-22 01:48:04,49.01391,N,2.33704,E,A,118.0,120.0
490,565,B,2023-02-22 01:48:05,49.01391,N,2.33701,E,A,118.0,120.0
491,566,B,2023-02-22 01:48:06,49.01391,N,2.33699,E,A,118.0,120.0
492,567,B,2023-02-22 01:48:07,49.01391,N,2.33697,E,A,118.0,119.0
493,568,B,2023-02-22 01:48:08,49.0139,N,2.33694,E,A,118.0,119.0
494,569,B,2023-02-22 01:48:09,49.0139,N,2.33693,E,A,118.0,119.0
495,570,B,2023-02-22 01:48:10,49.0139,N,2.33692,E,A,118.0,119.0
496,571,B,2023-02-22 01:48:11,49.0139,N,2.33691,E,A,118.0,119.0
497,572,B,2023-02-22 01:48:12,49.01391,N,2.33691,E,A,118.0,119.0
498,573,B,2023-02-22 01:48:13,49.01391,N,2.3369,E,A,118.0,119.0
499,574,B,2023-02-22 01:48:14,49.01391,N,2.33689,E,A,118.0,119.0
500,575,B,2023-02-22 01:48:15,49.01391,N,2.33689,E,A,118.0,119.0
501,576,B,2023-02-22 01:48:16,49.01391,N,2.33687,E,A,118.0,119.0
502,577,B,2023-02-22 01:48:17,49.01391,N,2.33687,E,A,118.0,119.0
503,578,B,2023-02-22 01:48:18,49.01391,N,2.33687,E,A,118.0,119.0
504,579,B,2023-02-22 01:48:19,49.0139,N,2.33687,E,A,118.0,118.0
505,580,B,2023-02-22 01:48:20,49.0139,N,2.33687,E,A,118.0,119.0
506,581,B,2023-02-22 01:48:21,49.0139,N,2.33687,E,A,118.0,119.0
